id,dataset_name,category,source,last_updated,record_count,file_size_mb,created_at
812,threat_intelligence_0812,Threat Intelligence,Manual Entry,2023-04-16,218387,1716.29,2023-03-26 00:21:33
813,customer_support_0813,Customer Support,Manual Entry,2023-10-21,433765,1717.04,2023-09-04 13:46:48
814,finance_0814,Finance,API Ingestion,2024-10-31,470326,552.95,2024-10-30 11:33:01
815,marketing_analytics_0815,Marketing Analytics,Manual Entry,2023-08-31,495216,1394.73,2023-08-11 03:00:59
816,system_metrics_0816,System Metrics,API Ingestion,2023-06-21,462082,3258.1,2023-06-07 04:22:52
817,marketing_analytics_0817,Marketing Analytics,CSV Upload,2024-05-22,123143,879.08,2024-04-16 09:40:14
818,network_logs_0818,Network Logs,Third-party Vendor,2023-12-12,183439,1533.82,2023-11-17 16:13:04
819,marketing_analytics_0819,Marketing Analytics,Internal ETL,2023-04-23,232918,1856.36,2023-04-13 16:39:48
820,threat_intelligence_0820,Threat Intelligence,Third-party Vendor,2024-01-28,174052,808.39,2023-11-30 23:58:21
821,customer_support_0821,Customer Support,CSV Upload,2024-10-19,323172,3084.83,2024-09-21 07:31:55
822,operations_0822,Operations,Manual Entry,2023-02-11,61723,59.96,2023-01-01 14:27:32
823,customer_support_0823,Customer Support,Data Warehouse,2024-09-24,345962,178.95,2024-09-21 10:42:53
824,marketing_analytics_0824,Marketing Analytics,Internal ETL,2024-05-26,474640,3199.97,2024-04-21 06:11:06
825,hr_0825,HR,Data Warehouse,2023-01-09,317882,982.45,2023-01-01 15:36:36
826,system_metrics_0826,System Metrics,SIEM Export,2023-01-15,331174,1518.64,2023-01-01 14:26:24
827,finance_0827,Finance,SIEM Export,2023-08-04,231757,2180.04,2023-06-18 20:17:21
828,it_tickets_0828,IT Tickets,API Ingestion,2024-01-09,78303,155.36,2023-12-24 06:23:09
829,operations_0829,Operations,Manual Entry,2023-12-31,394300,1344.1,2023-11-09 15:50:45
830,user_accounts_0830,User Accounts,API Ingestion,2024-10-27,407768,3230.14,2024-10-10 03:27:29
831,customer_support_0831,Customer Support,Manual Entry,2024-05-06,188555,1348.42,2024-04-10 02:03:50
832,hr_0832,HR,Manual Entry,2024-09-17,260190,1443.46,2024-09-13 04:47:31
833,user_accounts_0833,User Accounts,API Ingestion,2024-04-13,455394,618.8,2024-03-12 11:30:08
834,user_accounts_0834,User Accounts,Internal ETL,2024-12-16,234921,404.2,2024-11-17 13:09:05
835,system_metrics_0835,System Metrics,Internal ETL,2024-11-04,490979,2415.45,2024-09-10 07:23:06
836,threat_intelligence_0836,Threat Intelligence,Internal ETL,2023-01-13,289349,2175.07,2023-01-01 21:53:48
837,web_traffic_0837,Web Traffic,API Ingestion,2023-02-12,473688,522.73,2023-01-02 22:20:46
838,user_accounts_0838,User Accounts,Third-party Vendor,2023-01-28,129061,446.44,2023-01-20 15:39:27
839,network_logs_0839,Network Logs,SIEM Export,2023-10-09,153187,609.2,2023-08-31 06:15:53
840,security_incidents_0840,Security Incidents,Manual Entry,2023-04-05,50125,274.02,2023-02-05 13:58:17
841,operations_0841,Operations,CSV Upload,2023-08-16,393596,297.23,2023-08-03 10:53:50
842,threat_intelligence_0842,Threat Intelligence,API Ingestion,2024-09-22,339744,1371.93,2024-09-22 22:04:05
843,web_traffic_0843,Web Traffic,Manual Entry,2023-03-21,4920,47.0,2023-02-04 17:47:15
844,finance_0844,Finance,Manual Entry,2024-03-13,480460,2069.99,2024-02-29 16:55:46
845,system_metrics_0845,System Metrics,Internal ETL,2024-04-09,358547,638.52,2024-02-13 23:59:10
846,finance_0846,Finance,Manual Entry,2024-04-24,457925,2487.99,2024-03-26 15:32:30
847,finance_0847,Finance,Data Warehouse,2023-03-18,320341,2943.47,2023-03-13 09:13:07
848,operations_0848,Operations,CSV Upload,2024-08-26,474379,1876.4,2024-07-17 18:45:02
849,system_metrics_0849,System Metrics,SIEM Export,2023-09-15,2099,14.48,2023-08-28 05:59:25
850,threat_intelligence_0850,Threat Intelligence,Data Warehouse,2024-08-22,449974,1507.78,2024-08-14 23:16:05
851,hr_0851,HR,Internal ETL,2023-02-26,70788,128.41,2023-02-14 03:39:01
852,web_traffic_0852,Web Traffic,API Ingestion,2024-02-16,175666,127.48,2024-01-24 06:47:43
853,marketing_analytics_0853,Marketing Analytics,SIEM Export,2023-04-21,220791,2174.69,2023-04-18 13:03:10
854,web_traffic_0854,Web Traffic,CSV Upload,2024-11-27,368749,2875.47,2024-10-07 14:45:21
855,web_traffic_0855,Web Traffic,Data Warehouse,2023-05-18,376160,682.3,2023-05-06 12:55:42
856,operations_0856,Operations,Internal ETL,2024-07-26,195408,199.35,2024-06-09 16:54:17
857,web_traffic_0857,Web Traffic,Internal ETL,2023-05-18,69571,583.82,2023-03-30 23:45:44
858,network_logs_0858,Network Logs,Internal ETL,2024-10-12,456107,3841.79,2024-09-26 09:10:53
859,marketing_analytics_0859,Marketing Analytics,Data Warehouse,2023-07-29,348431,300.84,2023-06-06 01:42:17
860,system_metrics_0860,System Metrics,Internal ETL,2024-10-12,70345,346.57,2024-08-14 23:03:46
861,security_incidents_0861,Security Incidents,SIEM Export,2023-03-28,207596,1824.48,2023-03-19 02:54:06
862,system_metrics_0862,System Metrics,Manual Entry,2023-12-15,106410,361.3,2023-11-10 04:44:12
863,customer_support_0863,Customer Support,Manual Entry,2023-07-19,196206,1641.71,2023-06-25 15:53:43
864,network_logs_0864,Network Logs,CSV Upload,2023-05-06,217917,1388.55,2023-04-01 21:12:20
865,hr_0865,HR,CSV Upload,2024-08-05,358735,2745.24,2024-07-25 10:43:51
866,user_accounts_0866,User Accounts,Manual Entry,2023-11-05,323703,649.61,2023-09-26 03:53:08
867,network_logs_0867,Network Logs,Third-party Vendor,2023-12-27,16945,73.35,2023-12-15 07:34:16
868,web_traffic_0868,Web Traffic,API Ingestion,2024-02-19,325457,3121.09,2024-01-03 16:47:40
869,it_tickets_0869,IT Tickets,Data Warehouse,2023-12-28,278536,2771.24,2023-11-21 18:03:10
870,operations_0870,Operations,API Ingestion,2024-05-06,69362,668.74,2024-04-19 17:21:46
871,finance_0871,Finance,Manual Entry,2024-07-15,130662,269.09,2024-06-18 10:05:47
872,network_logs_0872,Network Logs,API Ingestion,2024-10-18,179247,1149.03,2024-10-11 03:22:38
873,threat_intelligence_0873,Threat Intelligence,CSV Upload,2024-12-22,309931,586.61,2024-11-04 23:29:00
874,hr_0874,HR,Third-party Vendor,2023-08-25,17142,136.43,2023-08-02 13:08:55
875,threat_intelligence_0875,Threat Intelligence,SIEM Export,2023-05-19,64202,494.87,2023-05-08 13:38:51
876,marketing_analytics_0876,Marketing Analytics,Manual Entry,2024-05-23,28739,98.94,2024-05-18 13:10:41
877,security_incidents_0877,Security Incidents,Third-party Vendor,2023-08-21,251699,757.75,2023-08-06 22:19:19
878,threat_intelligence_0878,Threat Intelligence,CSV Upload,2024-09-27,227466,1421.52,2024-08-24 05:42:02
879,marketing_analytics_0879,Marketing Analytics,API Ingestion,2023-07-22,316185,2172.52,2023-07-02 07:12:44
880,network_logs_0880,Network Logs,SIEM Export,2024-08-09,312924,618.98,2024-07-14 06:46:34
881,operations_0881,Operations,Internal ETL,2024-08-30,50559,91.97,2024-07-03 06:06:33
882,system_metrics_0882,System Metrics,Manual Entry,2023-06-15,121093,158.97,2023-05-13 02:29:30
883,security_incidents_0883,Security Incidents,SIEM Export,2023-03-23,198752,1079.88,2023-01-25 06:19:16
884,threat_intelligence_0884,Threat Intelligence,SIEM Export,2023-04-12,462064,985.59,2023-02-12 08:17:50
885,it_tickets_0885,IT Tickets,Manual Entry,2023-02-28,340642,1572.29,2023-02-27 03:09:31
886,finance_0886,Finance,SIEM Export,2023-01-05,182415,682.24,2023-01-01 04:30:50
887,threat_intelligence_0887,Threat Intelligence,Manual Entry,2023-01-07,457631,1427.2,2023-01-01 13:56:03
888,web_traffic_0888,Web Traffic,CSV Upload,2023-04-15,9420,60.67,2023-03-11 01:14:56
889,security_incidents_0889,Security Incidents,API Ingestion,2024-09-23,380842,235.15,2024-07-29 21:44:44
890,marketing_analytics_0890,Marketing Analytics,SIEM Export,2024-06-22,363329,1215.43,2024-04-23 10:05:40
891,marketing_analytics_0891,Marketing Analytics,Data Warehouse,2024-10-24,188624,442.9,2024-09-02 17:40:24
892,system_metrics_0892,System Metrics,Manual Entry,2024-10-17,475058,3543.35,2024-09-05 23:24:52
893,it_tickets_0893,IT Tickets,SIEM Export,2024-11-25,273560,2109.92,2024-11-07 13:43:17
894,network_logs_0894,Network Logs,Internal ETL,2023-11-15,346792,2179.98,2023-09-30 06:48:08
895,user_accounts_0895,User Accounts,Data Warehouse,2024-06-23,150005,385.67,2024-05-01 17:18:13
896,customer_support_0896,Customer Support,Third-party Vendor,2024-04-27,390474,1368.27,2024-04-03 03:54:22
897,hr_0897,HR,Data Warehouse,2023-03-12,68606,105.09,2023-01-27 01:19:26
898,operations_0898,Operations,API Ingestion,2023-08-17,382008,627.81,2023-08-10 21:54:58
899,web_traffic_0899,Web Traffic,Internal ETL,2024-06-19,495465,1965.33,2024-04-28 03:38:57
900,user_accounts_0900,User Accounts,CSV Upload,2024-06-20,263167,2057.87,2024-04-28 02:01:46
901,network_logs_0901,Network Logs,SIEM Export,2024-09-15,107283,432.51,2024-08-20 01:25:30
902,security_incidents_0902,Security Incidents,Third-party Vendor,2023-04-09,348511,1436.27,2023-03-18 23:44:11
903,security_incidents_0903,Security Incidents,Manual Entry,2023-11-18,395214,1298.58,2023-09-23 15:04:47
904,system_metrics_0904,System Metrics,Data Warehouse,2024-07-24,403994,2559.68,2024-05-30 04:49:16
905,security_incidents_0905,Security Incidents,SIEM Export,2023-06-16,199900,786.5,2023-05-14 00:29:33
906,web_traffic_0906,Web Traffic,Manual Entry,2023-12-22,469351,2049.54,2023-12-10 11:17:22
907,user_accounts_0907,User Accounts,Manual Entry,2023-07-28,475430,1159.81,2023-06-23 10:23:29
908,security_incidents_0908,Security Incidents,CSV Upload,2023-01-23,45222,264.15,2023-01-18 18:33:50
909,it_tickets_0909,IT Tickets,SIEM Export,2023-11-12,150730,157.07,2023-10-26 05:12:01
910,customer_support_0910,Customer Support,API Ingestion,2024-11-01,71144,239.32,2024-11-01 18:04:12
911,marketing_analytics_0911,Marketing Analytics,CSV Upload,2023-01-08,122435,1221.97,2023-01-01 03:13:49
912,user_accounts_0912,User Accounts,CSV Upload,2023-01-01,134484,788.45,2023-01-01 13:37:58
913,operations_0913,Operations,CSV Upload,2023-08-30,18266,176.97,2023-07-04 14:21:53
914,web_traffic_0914,Web Traffic,Third-party Vendor,2023-08-21,341379,1353.54,2023-08-17 02:16:31
915,marketing_analytics_0915,Marketing Analytics,Internal ETL,2023-09-27,211379,1314.58,2023-08-14 11:12:05
916,operations_0916,Operations,SIEM Export,2023-11-13,315928,2053.94,2023-10-29 18:10:28
917,web_traffic_0917,Web Traffic,Third-party Vendor,2023-07-20,65070,606.51,2023-07-12 08:31:46
918,system_metrics_0918,System Metrics,Data Warehouse,2023-06-21,333921,2748.43,2023-06-18 00:06:51
919,operations_0919,Operations,CSV Upload,2024-06-22,323854,831.71,2024-05-22 14:04:44
920,hr_0920,HR,Manual Entry,2023-02-22,29705,35.24,2023-01-19 10:51:47
921,it_tickets_0921,IT Tickets,Manual Entry,2024-03-06,480966,1908.23,2024-01-29 10:46:08
922,web_traffic_0922,Web Traffic,CSV Upload,2023-05-27,463890,4145.43,2023-04-17 00:40:31
923,system_metrics_0923,System Metrics,Internal ETL,2024-03-26,141601,1237.34,2024-02-06 18:21:18
924,network_logs_0924,Network Logs,Manual Entry,2024-02-13,73237,98.4,2024-01-17 06:11:13
925,customer_support_0925,Customer Support,Third-party Vendor,2023-12-14,457251,2894.15,2023-10-29 14:16:32
926,user_accounts_0926,User Accounts,SIEM Export,2023-04-20,492978,3426.18,2023-03-16 06:41:19
927,network_logs_0927,Network Logs,Internal ETL,2024-08-14,288342,147.85,2024-06-30 23:30:53
928,system_metrics_0928,System Metrics,Internal ETL,2024-12-28,457272,2408.91,2024-12-08 21:39:44
929,operations_0929,Operations,Manual Entry,2024-10-18,471258,2800.22,2024-09-16 09:32:26
930,operations_0930,Operations,API Ingestion,2024-05-18,10483,103.82,2024-05-01 04:21:18
931,operations_0931,Operations,Manual Entry,2023-01-02,439369,4269.29,2023-01-01 22:57:58
932,security_incidents_0932,Security Incidents,Third-party Vendor,2024-10-08,290069,2321.84,2024-10-05 13:35:41
933,network_logs_0933,Network Logs,Third-party Vendor,2023-06-20,281982,199.66,2023-05-23 06:32:26
934,hr_0934,HR,CSV Upload,2024-06-17,59941,502.01,2024-05-02 12:56:18
935,network_logs_0935,Network Logs,Internal ETL,2024-09-30,20756,171.36,2024-08-31 13:31:45
936,customer_support_0936,Customer Support,CSV Upload,2024-07-27,47379,34.53,2024-05-29 07:29:08
937,hr_0937,HR,SIEM Export,2024-11-17,353426,297.59,2024-09-19 09:51:52
938,threat_intelligence_0938,Threat Intelligence,SIEM Export,2023-04-24,489532,2358.42,2023-04-20 06:06:59
939,hr_0939,HR,Third-party Vendor,2024-01-05,20236,155.45,2023-11-15 08:40:43
940,it_tickets_0940,IT Tickets,Data Warehouse,2024-10-17,70889,662.81,2024-10-15 08:03:41
941,marketing_analytics_0941,Marketing Analytics,Third-party Vendor,2024-09-28,65169,402.36,2024-09-02 14:42:13
942,threat_intelligence_0942,Threat Intelligence,Manual Entry,2023-11-17,39428,318.68,2023-11-13 16:24:26
943,customer_support_0943,Customer Support,API Ingestion,2024-12-17,495193,4884.96,2024-12-01 03:04:22
944,it_tickets_0944,IT Tickets,SIEM Export,2024-06-23,446390,2846.86,2024-05-23 13:50:25
945,finance_0945,Finance,CSV Upload,2024-04-22,201020,1002.84,2024-03-15 07:57:12
946,hr_0946,HR,Data Warehouse,2024-11-12,423319,2587.82,2024-09-26 11:33:38
947,customer_support_0947,Customer Support,API Ingestion,2024-04-20,423741,3725.17,2024-03-21 13:50:47
948,customer_support_0948,Customer Support,SIEM Export,2023-04-26,238262,682.2,2023-04-02 03:13:06
949,it_tickets_0949,IT Tickets,Internal ETL,2023-04-30,150519,712.15,2023-03-18 04:32:41
950,network_logs_0950,Network Logs,CSV Upload,2023-05-29,143758,1169.27,2023-03-30 22:45:11
951,threat_intelligence_0951,Threat Intelligence,Internal ETL,2024-12-20,62290,611.63,2024-12-18 01:33:56
952,network_logs_0952,Network Logs,Internal ETL,2023-06-18,179301,1286.14,2023-05-12 01:40:02
953,hr_0953,HR,Internal ETL,2023-07-11,203504,1178.76,2023-05-14 02:00:48
954,finance_0954,Finance,API Ingestion,2024-03-30,112134,779.24,2024-02-22 02:13:28
955,it_tickets_0955,IT Tickets,Manual Entry,2024-05-31,55224,338.99,2024-05-07 03:55:10
956,operations_0956,Operations,Data Warehouse,2023-05-07,279005,387.55,2023-05-01 03:56:37
957,user_accounts_0957,User Accounts,Third-party Vendor,2024-07-06,301018,502.34,2024-05-20 18:48:57
958,user_accounts_0958,User Accounts,Internal ETL,2023-08-01,69168,80.26,2023-06-11 12:31:09
959,system_metrics_0959,System Metrics,SIEM Export,2024-07-01,492325,2130.84,2024-05-17 21:54:25
960,operations_0960,Operations,API Ingestion,2023-03-24,83725,292.29,2023-03-04 14:43:13
961,marketing_analytics_0961,Marketing Analytics,Third-party Vendor,2023-07-03,214330,1965.87,2023-05-16 12:11:59
962,network_logs_0962,Network Logs,Manual Entry,2024-02-12,265688,627.8,2024-01-12 07:30:11
963,operations_0963,Operations,SIEM Export,2023-05-05,143461,1361.51,2023-03-27 23:41:03
964,network_logs_0964,Network Logs,Data Warehouse,2023-07-29,54578,278.44,2023-07-14 12:20:24
965,threat_intelligence_0965,Threat Intelligence,Manual Entry,2023-01-30,399613,3796.12,2023-01-07 05:17:31
966,user_accounts_0966,User Accounts,CSV Upload,2024-06-05,159352,298.82,2024-05-15 08:29:10
967,web_traffic_0967,Web Traffic,Third-party Vendor,2023-01-03,186261,495.31,2023-01-01 08:33:38
968,operations_0968,Operations,Third-party Vendor,2023-11-26,52734,493.71,2023-09-29 20:39:18
969,it_tickets_0969,IT Tickets,Manual Entry,2023-10-03,159417,490.09,2023-09-18 18:44:41
970,system_metrics_0970,System Metrics,Data Warehouse,2023-07-09,160107,449.63,2023-07-06 03:47:37
971,hr_0971,HR,API Ingestion,2023-09-28,169370,561.92,2023-08-19 04:15:53
972,operations_0972,Operations,Internal ETL,2023-05-27,360740,3206.25,2023-04-13 17:54:58
973,security_incidents_0973,Security Incidents,CSV Upload,2024-10-02,344723,1432.98,2024-09-29 15:44:03
974,user_accounts_0974,User Accounts,Manual Entry,2023-02-04,358243,836.88,2023-01-01 19:03:42
975,web_traffic_0975,Web Traffic,API Ingestion,2024-03-03,302873,1105.13,2024-02-03 18:30:28
976,marketing_analytics_0976,Marketing Analytics,CSV Upload,2023-12-14,443847,2663.7,2023-10-18 05:35:05
977,marketing_analytics_0977,Marketing Analytics,SIEM Export,2024-08-21,23090,42.78,2024-06-23 07:53:13
978,network_logs_0978,Network Logs,Data Warehouse,2024-05-02,312227,2285.09,2024-03-17 03:28:14
979,threat_intelligence_0979,Threat Intelligence,Third-party Vendor,2023-08-14,88617,482.14,2023-07-15 08:52:57
980,marketing_analytics_0980,Marketing Analytics,SIEM Export,2023-04-23,476536,640.42,2023-03-22 06:07:38
981,hr_0981,HR,Third-party Vendor,2023-12-18,54754,132.59,2023-11-22 17:15:38
982,system_metrics_0982,System Metrics,Internal ETL,2023-04-21,211959,140.17,2023-03-21 23:08:22
983,threat_intelligence_0983,Threat Intelligence,Internal ETL,2023-02-11,155900,804.18,2023-01-01 02:50:25
984,threat_intelligence_0984,Threat Intelligence,Manual Entry,2024-02-28,30469,110.64,2024-01-22 19:08:54
985,system_metrics_0985,System Metrics,Third-party Vendor,2024-06-15,189581,1273.95,2024-04-16 07:22:40
986,it_tickets_0986,IT Tickets,Data Warehouse,2024-08-06,85175,334.05,2024-06-20 21:25:01
987,customer_support_0987,Customer Support,Internal ETL,2024-11-18,434306,3972.71,2024-11-12 19:36:30
988,network_logs_0988,Network Logs,Internal ETL,2024-06-07,231718,2060.79,2024-06-06 13:04:08
989,threat_intelligence_0989,Threat Intelligence,Internal ETL,2023-12-12,226231,1486.17,2023-11-24 07:58:25
990,threat_intelligence_0990,Threat Intelligence,Data Warehouse,2023-04-04,491396,3498.68,2023-03-03 06:58:50
991,finance_0991,Finance,Internal ETL,2024-07-06,391246,2479.73,2024-06-29 05:13:37
992,system_metrics_0992,System Metrics,Internal ETL,2023-12-27,282088,1015.75,2023-11-23 08:01:59
993,hr_0993,HR,Internal ETL,2024-01-25,60532,462.11,2023-12-31 16:24:01
994,hr_0994,HR,SIEM Export,2023-05-10,347616,3171.1,2023-04-09 15:06:19
995,operations_0995,Operations,API Ingestion,2024-08-25,227071,340.77,2024-08-01 00:40:40
996,web_traffic_0996,Web Traffic,Third-party Vendor,2024-07-27,65385,641.14,2024-06-17 15:50:45
997,customer_support_0997,Customer Support,Data Warehouse,2024-12-10,131505,167.91,2024-11-15 11:44:05
998,user_accounts_0998,User Accounts,Third-party Vendor,2024-03-26,394671,3049.72,2024-02-09 19:57:44
999,marketing_analytics_0999,Marketing Analytics,API Ingestion,2024-09-28,119391,884.36,2024-09-18 17:02:01
1000,threat_intelligence_1000,Threat Intelligence,Manual Entry,2023-07-19,466533,3679.68,2023-07-12 04:24:35
