id,date,incident_type,severity,status,description,reported_by,created_at
692,2025-12-18,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,diana,2025-12-18 09:30:52
693,2025-05-06,Insider Threat,Low,Mitigated,Insider Threat incident with low severity; status currently mitigated.,bob,2025-05-06 22:40:51
694,2024-02-15,Brute Force,Medium,Mitigated,Brute Force incident with medium severity; status currently mitigated.,diana,2024-02-15 02:35:48
695,2024-10-24,Password Spray,Critical,Investigating,Password Spray incident with critical severity; status currently investigating.,heidi,2024-10-24 01:27:14
696,2024-10-02,Brute Force,Low,Investigating,Brute Force incident with low severity; status currently investigating.,grace,2024-10-02 05:56:44
697,2024-08-05,Phishing,Medium,Closed,Phishing incident with medium severity; status currently closed.,judy,2024-08-05 20:26:00
698,2025-02-26,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,oscar,2025-02-26 17:13:22
699,2025-02-04,DDoS,Low,Monitoring,DDoS incident with low severity; status currently monitoring.,heidi,2025-02-04 01:22:15
700,2024-11-30,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,heidi,2024-11-30 16:57:36
701,2025-09-22,DDoS,Critical,Mitigated,DDoS incident with critical severity; status currently mitigated.,oscar,2025-09-22 07:55:29
702,2025-11-09,Ransomware,Low,Mitigated,Ransomware incident with low severity; status currently mitigated.,judy,2025-11-09 07:47:50
703,2024-09-26,DDoS,High,Mitigated,DDoS incident with high severity; status currently mitigated.,eve,2024-09-26 01:59:20
704,2025-12-04,Data Breach,High,Closed,Data Breach incident with high severity; status currently closed.,ivan,2025-12-04 09:51:12
705,2025-08-08,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,grace,2025-08-08 07:23:39
706,2024-10-10,Phishing,Critical,Monitoring,Phishing incident with critical severity; status currently monitoring.,ivan,2024-10-10 21:09:02
707,2025-02-16,Unauthorized Access,Medium,Investigating,Unauthorized Access incident with medium severity; status currently investigating.,heidi,2025-02-16 00:52:04
708,2024-08-09,Malware,Low,Open,Malware incident with low severity; status currently open.,diana,2024-08-09 22:12:02
709,2024-06-18,Vulnerability Exploit,High,Monitoring,Vulnerability Exploit incident with high severity; status currently monitoring.,ivan,2024-06-18 13:46:50
710,2025-05-05,Brute Force,Low,Closed,Brute Force incident with low severity; status currently closed.,ivan,2025-05-05 21:40:27
711,2025-11-07,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,charlie,2025-11-07 00:37:23
712,2024-11-30,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,mallory,2024-11-30 00:57:13
713,2025-04-27,Malware,Medium,Open,Malware incident with medium severity; status currently open.,frank,2025-04-27 01:56:25
714,2025-09-11,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,eve,2025-09-11 19:18:46
715,2024-07-03,Unauthorized Access,Low,Investigating,Unauthorized Access incident with low severity; status currently investigating.,judy,2024-07-03 18:37:08
716,2025-09-27,Insider Threat,Critical,Closed,Insider Threat incident with critical severity; status currently closed.,diana,2025-09-27 10:03:29
717,2024-09-01,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,alice,2024-09-01 09:17:41
718,2024-01-12,Unauthorized Access,High,Investigating,Unauthorized Access incident with high severity; status currently investigating.,alice,2024-01-12 01:54:14
719,2025-01-20,Phishing,Medium,Mitigated,Phishing incident with medium severity; status currently mitigated.,ivan,2025-01-20 21:26:49
720,2025-02-22,Brute Force,High,Open,Brute Force incident with high severity; status currently open.,frank,2025-02-22 22:21:26
721,2025-03-10,Data Breach,High,Mitigated,Data Breach incident with high severity; status currently mitigated.,diana,2025-03-10 20:41:53
722,2024-02-24,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,charlie,2024-02-24 04:33:38
723,2025-12-18,Malware,High,Monitoring,Malware incident with high severity; status currently monitoring.,eve,2025-12-18 11:19:28
724,2025-09-12,Malware,Low,Mitigated,Malware incident with low severity; status currently mitigated.,alice,2025-09-12 01:28:05
725,2024-10-19,Malware,High,Closed,Malware incident with high severity; status currently closed.,judy,2024-10-19 19:34:19
726,2024-08-03,Unauthorized Access,Critical,Mitigated,Unauthorized Access incident with critical severity; status currently mitigated.,mallory,2024-08-03 12:36:23
727,2024-11-11,Vulnerability Exploit,Low,Investigating,Vulnerability Exploit incident with low severity; status currently investigating.,mallory,2024-11-11 10:05:24
728,2025-04-22,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,oscar,2025-04-22 15:34:19
729,2024-01-12,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,alice,2024-01-12 20:30:24
730,2024-01-26,Insider Threat,Low,Closed,Insider Threat incident with low severity; status currently closed.,heidi,2024-01-26 00:30:12
731,2025-09-27,Password Spray,Critical,Open,Password Spray incident with critical severity; status currently open.,alice,2025-09-27 14:06:29
732,2025-06-30,Brute Force,Medium,Mitigated,Brute Force incident with medium severity; status currently mitigated.,eve,2025-06-30 17:58:11
733,2025-08-20,Malware,Medium,Mitigated,Malware incident with medium severity; status currently mitigated.,eve,2025-08-20 01:34:44
734,2024-10-10,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,heidi,2024-10-10 03:13:57
735,2024-02-19,Unauthorized Access,Medium,Open,Unauthorized Access incident with medium severity; status currently open.,mallory,2024-02-19 23:39:19
736,2024-04-17,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,judy,2024-04-17 12:55:46
737,2024-03-24,Malware,Medium,Closed,Malware incident with medium severity; status currently closed.,charlie,2024-03-24 12:53:35
738,2025-09-26,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,judy,2025-09-26 21:47:01
739,2024-05-30,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,alice,2024-05-30 01:09:45
740,2024-05-02,Insider Threat,Medium,Mitigated,Insider Threat incident with medium severity; status currently mitigated.,judy,2024-05-02 03:47:13
741,2024-11-19,Vulnerability Exploit,High,Open,Vulnerability Exploit incident with high severity; status currently open.,eve,2024-11-19 13:14:39
742,2025-07-10,Ransomware,High,Open,Ransomware incident with high severity; status currently open.,alice,2025-07-10 04:17:42
743,2024-01-14,Unauthorized Access,Medium,Mitigated,Unauthorized Access incident with medium severity; status currently mitigated.,ivan,2024-01-14 10:26:14
744,2025-01-19,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,alice,2025-01-19 00:51:33
745,2024-12-09,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,oscar,2024-12-09 05:49:01
746,2025-10-09,Vulnerability Exploit,Critical,Closed,Vulnerability Exploit incident with critical severity; status currently closed.,mallory,2025-10-09 22:55:21
747,2024-07-02,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,alice,2024-07-02 22:48:38
748,2025-07-10,Password Spray,Critical,Closed,Password Spray incident with critical severity; status currently closed.,mallory,2025-07-10 07:05:33
749,2025-05-01,Data Breach,Low,Open,Data Breach incident with low severity; status currently open.,alice,2025-05-01 19:30:14
750,2025-07-18,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,mallory,2025-07-18 10:17:33
751,2025-07-08,Phishing,Medium,Closed,Phishing incident with medium severity; status currently closed.,oscar,2025-07-08 22:26:42
752,2025-04-02,DDoS,High,Mitigated,DDoS incident with high severity; status currently mitigated.,ivan,2025-04-02 03:43:57
753,2024-07-29,Password Spray,Critical,Investigating,Password Spray incident with critical severity; status currently investigating.,alice,2024-07-29 10:50:47
754,2025-06-22,DDoS,Low,Mitigated,DDoS incident with low severity; status currently mitigated.,oscar,2025-06-22 18:10:08
755,2024-08-15,Ransomware,High,Mitigated,Ransomware incident with high severity; status currently mitigated.,eve,2024-08-15 03:51:55
756,2024-08-03,Unauthorized Access,Low,Investigating,Unauthorized Access incident with low severity; status currently investigating.,judy,2024-08-03 21:22:14
757,2024-11-29,Phishing,Low,Mitigated,Phishing incident with low severity; status currently mitigated.,ivan,2024-11-29 06:23:00
758,2025-04-26,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,oscar,2025-04-26 01:53:14
759,2025-08-11,Malware,High,Closed,Malware incident with high severity; status currently closed.,grace,2025-08-11 11:12:40
760,2024-04-07,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,mallory,2024-04-07 06:18:55
761,2025-05-16,Malware,Low,Closed,Malware incident with low severity; status currently closed.,grace,2025-05-16 16:56:37
762,2024-08-29,Data Breach,Medium,Investigating,Data Breach incident with medium severity; status currently investigating.,diana,2024-08-29 00:02:48
763,2024-01-18,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,charlie,2024-01-18 15:28:09
764,2025-02-02,Phishing,Medium,Investigating,Phishing incident with medium severity; status currently investigating.,frank,2025-02-02 01:41:45
765,2025-09-25,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,mallory,2025-09-25 20:15:42
766,2024-01-18,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,eve,2024-01-18 20:23:01
767,2024-05-01,Unauthorized Access,Medium,Mitigated,Unauthorized Access incident with medium severity; status currently mitigated.,eve,2024-05-01 18:20:48
768,2025-01-10,Insider Threat,High,Investigating,Insider Threat incident with high severity; status currently investigating.,grace,2025-01-10 09:17:17
769,2025-07-14,Malware,Critical,Closed,Malware incident with critical severity; status currently closed.,grace,2025-07-14 20:40:02
770,2024-02-11,Phishing,Low,Closed,Phishing incident with low severity; status currently closed.,ivan,2024-02-11 21:12:58
771,2025-07-30,Insider Threat,Low,Investigating,Insider Threat incident with low severity; status currently investigating.,frank,2025-07-30 11:19:14
772,2025-06-02,DDoS,High,Investigating,DDoS incident with high severity; status currently investigating.,frank,2025-06-02 03:01:50
773,2025-10-10,Brute Force,Low,Closed,Brute Force incident with low severity; status currently closed.,heidi,2025-10-10 17:10:26
774,2024-12-23,Phishing,Medium,Open,Phishing incident with medium severity; status currently open.,ivan,2024-12-23 09:08:12
775,2025-07-13,Insider Threat,Medium,Mitigated,Insider Threat incident with medium severity; status currently mitigated.,heidi,2025-07-13 01:06:17
776,2025-07-19,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,diana,2025-07-19 13:42:30
777,2024-05-30,Phishing,Critical,Investigating,Phishing incident with critical severity; status currently investigating.,ivan,2024-05-30 11:17:17
778,2024-04-11,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,oscar,2024-04-11 10:44:46
779,2024-05-04,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,diana,2024-05-04 22:58:33
780,2024-09-27,Password Spray,High,Open,Password Spray incident with high severity; status currently open.,heidi,2024-09-27 17:28:46
781,2024-09-24,Brute Force,High,Investigating,Brute Force incident with high severity; status currently investigating.,alice,2024-09-24 19:38:03
782,2024-03-29,Phishing,Low,Mitigated,Phishing incident with low severity; status currently mitigated.,charlie,2024-03-29 15:57:45
783,2024-07-22,Insider Threat,Medium,Open,Insider Threat incident with medium severity; status currently open.,mallory,2024-07-22 15:15:58
784,2025-05-02,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,judy,2025-05-02 00:14:52
785,2024-05-14,Brute Force,Medium,Monitoring,Brute Force incident with medium severity; status currently monitoring.,bob,2024-05-14 06:21:01
786,2025-10-02,Malware,Critical,Mitigated,Malware incident with critical severity; status currently mitigated.,ivan,2025-10-02 02:02:47
787,2024-08-22,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,mallory,2024-08-22 03:35:35
788,2024-04-24,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,judy,2024-04-24 20:36:58
789,2024-02-20,Unauthorized Access,High,Mitigated,Unauthorized Access incident with high severity; status currently mitigated.,charlie,2024-02-20 07:38:53
790,2024-09-12,Insider Threat,Medium,Mitigated,Insider Threat incident with medium severity; status currently mitigated.,alice,2024-09-12 18:49:26
791,2024-01-27,Data Breach,Critical,Monitoring,Data Breach incident with critical severity; status currently monitoring.,oscar,2024-01-27 22:12:49
792,2025-03-20,Brute Force,Medium,Investigating,Brute Force incident with medium severity; status currently investigating.,alice,2025-03-20 11:25:59
793,2024-07-26,Vulnerability Exploit,High,Closed,Vulnerability Exploit incident with high severity; status currently closed.,grace,2024-07-26 10:11:23
794,2025-01-20,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,judy,2025-01-20 05:29:15
795,2025-05-03,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,charlie,2025-05-03 13:08:02
796,2024-02-10,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,diana,2024-02-10 14:45:31
797,2024-01-13,Data Breach,Medium,Investigating,Data Breach incident with medium severity; status currently investigating.,mallory,2024-01-13 09:04:30
798,2024-01-01,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,grace,2024-01-01 13:27:38
799,2024-03-27,Unauthorized Access,Low,Open,Unauthorized Access incident with low severity; status currently open.,ivan,2024-03-27 03:43:31
800,2024-05-03,Malware,Low,Closed,Malware incident with low severity; status currently closed.,heidi,2024-05-03 05:01:22
801,2024-06-06,Password Spray,Critical,Open,Password Spray incident with critical severity; status currently open.,diana,2024-06-06 20:27:05
802,2025-10-23,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,grace,2025-10-23 09:27:33
803,2025-10-17,Ransomware,High,Mitigated,Ransomware incident with high severity; status currently mitigated.,ivan,2025-10-17 02:46:33
804,2025-09-21,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,charlie,2025-09-21 23:43:58
805,2025-10-17,Password Spray,Critical,Monitoring,Password Spray incident with critical severity; status currently monitoring.,bob,2025-10-17 06:56:05
806,2025-02-03,Malware,Medium,Closed,Malware incident with medium severity; status currently closed.,charlie,2025-02-03 16:19:01
807,2025-09-20,Malware,Critical,Closed,Malware incident with critical severity; status currently closed.,grace,2025-09-20 20:49:53
808,2024-06-03,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,alice,2024-06-03 07:16:29
809,2024-07-15,Data Breach,High,Closed,Data Breach incident with high severity; status currently closed.,bob,2024-07-15 11:02:26
810,2025-04-04,Unauthorized Access,Critical,Closed,Unauthorized Access incident with critical severity; status currently closed.,charlie,2025-04-04 21:25:25
811,2025-01-22,Unauthorized Access,Low,Mitigated,Unauthorized Access incident with low severity; status currently mitigated.,alice,2025-01-22 12:54:45
812,2024-04-28,Phishing,High,Closed,Phishing incident with high severity; status currently closed.,ivan,2024-04-28 03:32:38
813,2025-05-11,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,bob,2025-05-11 13:24:04
814,2025-08-22,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,grace,2025-08-22 04:48:52
815,2024-05-11,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,oscar,2024-05-11 13:38:25
816,2025-10-05,Password Spray,Critical,Monitoring,Password Spray incident with critical severity; status currently monitoring.,ivan,2025-10-05 18:34:06
817,2025-04-15,Data Breach,Low,Closed,Data Breach incident with low severity; status currently closed.,charlie,2025-04-15 16:15:04
818,2024-07-13,Brute Force,High,Open,Brute Force incident with high severity; status currently open.,oscar,2024-07-13 04:49:10
819,2024-07-18,Ransomware,Critical,Closed,Ransomware incident with critical severity; status currently closed.,grace,2024-07-18 22:40:57
820,2024-01-24,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,diana,2024-01-24 20:05:36
821,2025-04-23,Vulnerability Exploit,Critical,Closed,Vulnerability Exploit incident with critical severity; status currently closed.,frank,2025-04-23 09:30:12
822,2025-12-30,Unauthorized Access,Medium,Mitigated,Unauthorized Access incident with medium severity; status currently mitigated.,judy,2025-12-30 00:23:47
823,2024-07-24,DDoS,Medium,Open,DDoS incident with medium severity; status currently open.,judy,2024-07-24 03:48:36
824,2025-08-01,Password Spray,High,Open,Password Spray incident with high severity; status currently open.,grace,2025-08-01 01:06:24
825,2024-09-22,Data Breach,Medium,Investigating,Data Breach incident with medium severity; status currently investigating.,diana,2024-09-22 23:36:53
826,2024-07-24,Data Breach,Medium,Monitoring,Data Breach incident with medium severity; status currently monitoring.,bob,2024-07-24 23:33:00
827,2024-03-17,DDoS,Medium,Open,DDoS incident with medium severity; status currently open.,alice,2024-03-17 21:03:14
828,2025-11-21,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,grace,2025-11-21 03:07:47
829,2024-08-21,Password Spray,Low,Investigating,Password Spray incident with low severity; status currently investigating.,diana,2024-08-21 09:34:35
830,2024-05-23,Malware,High,Investigating,Malware incident with high severity; status currently investigating.,eve,2024-05-23 21:45:02
831,2025-09-12,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,frank,2025-09-12 20:37:37
832,2024-02-20,Ransomware,Medium,Mitigated,Ransomware incident with medium severity; status currently mitigated.,heidi,2024-02-20 03:08:39
833,2024-02-18,Vulnerability Exploit,High,Open,Vulnerability Exploit incident with high severity; status currently open.,oscar,2024-02-18 03:44:03
834,2024-09-25,Vulnerability Exploit,Medium,Mitigated,Vulnerability Exploit incident with medium severity; status currently mitigated.,ivan,2024-09-25 14:22:31
835,2025-03-25,Insider Threat,High,Mitigated,Insider Threat incident with high severity; status currently mitigated.,oscar,2025-03-25 02:06:42
836,2024-11-30,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,oscar,2024-11-30 07:46:09
837,2025-11-02,Phishing,Medium,Closed,Phishing incident with medium severity; status currently closed.,oscar,2025-11-02 06:40:48
838,2024-09-02,Malware,Medium,Closed,Malware incident with medium severity; status currently closed.,frank,2024-09-02 23:22:17
839,2025-07-30,Vulnerability Exploit,High,Investigating,Vulnerability Exploit incident with high severity; status currently investigating.,frank,2025-07-30 22:56:00
840,2024-08-30,Malware,Low,Closed,Malware incident with low severity; status currently closed.,ivan,2024-08-30 06:35:02
841,2025-04-29,Unauthorized Access,High,Mitigated,Unauthorized Access incident with high severity; status currently mitigated.,charlie,2025-04-29 14:29:39
842,2025-08-13,Data Breach,Critical,Mitigated,Data Breach incident with critical severity; status currently mitigated.,bob,2025-08-13 17:25:11
843,2024-08-29,DDoS,High,Closed,DDoS incident with high severity; status currently closed.,judy,2024-08-29 14:08:50
844,2025-07-30,Vulnerability Exploit,Low,Closed,Vulnerability Exploit incident with low severity; status currently closed.,alice,2025-07-30 21:04:46
845,2025-09-19,Ransomware,Low,Monitoring,Ransomware incident with low severity; status currently monitoring.,ivan,2025-09-19 20:22:47
846,2025-03-31,Password Spray,High,Closed,Password Spray incident with high severity; status currently closed.,oscar,2025-03-31 05:26:55
847,2024-10-16,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,heidi,2024-10-16 17:25:01
848,2025-05-08,Insider Threat,Medium,Mitigated,Insider Threat incident with medium severity; status currently mitigated.,oscar,2025-05-08 01:02:52
849,2024-10-13,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,ivan,2024-10-13 05:31:15
850,2024-10-16,Vulnerability Exploit,Medium,Investigating,Vulnerability Exploit incident with medium severity; status currently investigating.,alice,2024-10-16 17:44:38
851,2024-02-29,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,charlie,2024-02-29 05:06:37
852,2024-09-13,Data Breach,Medium,Monitoring,Data Breach incident with medium severity; status currently monitoring.,heidi,2024-09-13 16:00:54
853,2024-01-06,Malware,High,Monitoring,Malware incident with high severity; status currently monitoring.,eve,2024-01-06 13:35:58
854,2024-04-26,Unauthorized Access,Medium,Mitigated,Unauthorized Access incident with medium severity; status currently mitigated.,judy,2024-04-26 01:03:13
855,2025-01-19,Ransomware,High,Investigating,Ransomware incident with high severity; status currently investigating.,ivan,2025-01-19 02:21:33
856,2025-06-29,Data Breach,Medium,Mitigated,Data Breach incident with medium severity; status currently mitigated.,diana,2025-06-29 14:47:22
857,2024-03-04,Malware,Medium,Closed,Malware incident with medium severity; status currently closed.,eve,2024-03-04 03:06:21
858,2025-02-16,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,judy,2025-02-16 07:45:26
859,2024-10-18,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,alice,2024-10-18 09:21:32
860,2025-05-16,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,charlie,2025-05-16 05:46:21
861,2024-04-23,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,eve,2024-04-23 03:57:47
862,2025-04-29,Insider Threat,Low,Open,Insider Threat incident with low severity; status currently open.,heidi,2025-04-29 16:40:56
863,2025-07-29,Phishing,Medium,Mitigated,Phishing incident with medium severity; status currently mitigated.,ivan,2025-07-29 07:21:06
864,2024-12-27,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,alice,2024-12-27 17:51:05
865,2024-04-27,DDoS,High,Mitigated,DDoS incident with high severity; status currently mitigated.,ivan,2024-04-27 12:20:21
866,2025-02-01,Brute Force,High,Investigating,Brute Force incident with high severity; status currently investigating.,frank,2025-02-01 10:36:32
867,2025-04-11,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,mallory,2025-04-11 17:12:49
868,2025-03-21,Vulnerability Exploit,Low,Open,Vulnerability Exploit incident with low severity; status currently open.,ivan,2025-03-21 15:27:21
869,2024-08-23,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,judy,2024-08-23 03:29:31
870,2024-10-07,Malware,Low,Closed,Malware incident with low severity; status currently closed.,eve,2024-10-07 18:04:22
871,2024-06-30,Vulnerability Exploit,Low,Mitigated,Vulnerability Exploit incident with low severity; status currently mitigated.,diana,2024-06-30 14:47:25
872,2024-04-27,Password Spray,Medium,Mitigated,Password Spray incident with medium severity; status currently mitigated.,frank,2024-04-27 17:01:32
873,2024-02-16,Malware,Critical,Mitigated,Malware incident with critical severity; status currently mitigated.,eve,2024-02-16 16:28:05
874,2025-08-26,Vulnerability Exploit,High,Mitigated,Vulnerability Exploit incident with high severity; status currently mitigated.,judy,2025-08-26 07:24:38
875,2024-05-20,Vulnerability Exploit,Low,Closed,Vulnerability Exploit incident with low severity; status currently closed.,charlie,2024-05-20 14:27:31
876,2024-07-25,Insider Threat,High,Closed,Insider Threat incident with high severity; status currently closed.,oscar,2024-07-25 20:49:01
877,2024-07-04,Password Spray,Low,Open,Password Spray incident with low severity; status currently open.,frank,2024-07-04 16:18:29
878,2025-08-15,DDoS,High,Open,DDoS incident with high severity; status currently open.,mallory,2025-08-15 21:59:46
879,2025-12-21,Insider Threat,Low,Open,Insider Threat incident with low severity; status currently open.,bob,2025-12-21 15:39:25
880,2025-04-09,Brute Force,Low,Open,Brute Force incident with low severity; status currently open.,charlie,2025-04-09 16:01:57
881,2024-07-05,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,bob,2024-07-05 20:05:00
882,2024-03-13,Unauthorized Access,Critical,Monitoring,Unauthorized Access incident with critical severity; status currently monitoring.,charlie,2024-03-13 07:00:49
883,2024-02-15,Vulnerability Exploit,Low,Closed,Vulnerability Exploit incident with low severity; status currently closed.,alice,2024-02-15 17:21:21
884,2025-06-24,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,alice,2025-06-24 06:24:37
885,2024-07-31,Data Breach,Medium,Open,Data Breach incident with medium severity; status currently open.,grace,2024-07-31 23:56:15
886,2025-10-13,Ransomware,Medium,Investigating,Ransomware incident with medium severity; status currently investigating.,charlie,2025-10-13 09:06:10
887,2025-01-27,Phishing,Medium,Mitigated,Phishing incident with medium severity; status currently mitigated.,eve,2025-01-27 08:59:17
888,2024-06-17,Unauthorized Access,Medium,Open,Unauthorized Access incident with medium severity; status currently open.,heidi,2024-06-17 10:36:21
889,2025-02-10,Password Spray,Low,Closed,Password Spray incident with low severity; status currently closed.,grace,2025-02-10 23:48:01
890,2025-03-02,Data Breach,Low,Monitoring,Data Breach incident with low severity; status currently monitoring.,alice,2025-03-02 09:52:06
891,2025-11-16,Data Breach,Low,Closed,Data Breach incident with low severity; status currently closed.,mallory,2025-11-16 10:46:08
892,2024-08-18,Ransomware,Medium,Closed,Ransomware incident with medium severity; status currently closed.,ivan,2024-08-18 10:28:27
893,2025-09-02,Password Spray,High,Mitigated,Password Spray incident with high severity; status currently mitigated.,frank,2025-09-02 06:00:46
894,2024-09-27,Malware,Critical,Mitigated,Malware incident with critical severity; status currently mitigated.,diana,2024-09-27 01:10:22
895,2024-10-16,DDoS,Medium,Closed,DDoS incident with medium severity; status currently closed.,heidi,2024-10-16 12:02:34
896,2025-03-01,DDoS,Medium,Investigating,DDoS incident with medium severity; status currently investigating.,frank,2025-03-01 03:54:08
897,2024-03-20,Malware,Medium,Closed,Malware incident with medium severity; status currently closed.,ivan,2024-03-20 08:37:02
898,2025-02-26,DDoS,Medium,Mitigated,DDoS incident with medium severity; status currently mitigated.,oscar,2025-02-26 00:51:50
899,2025-04-21,Password Spray,Low,Closed,Password Spray incident with low severity; status currently closed.,ivan,2025-04-21 16:36:08
900,2024-05-13,Data Breach,Medium,Closed,Data Breach incident with medium severity; status currently closed.,frank,2024-05-13 10:03:38
901,2025-07-13,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,grace,2025-07-13 09:02:11
902,2024-09-02,Malware,Medium,Investigating,Malware incident with medium severity; status currently investigating.,judy,2024-09-02 18:05:18
903,2024-03-19,Brute Force,High,Closed,Brute Force incident with high severity; status currently closed.,judy,2024-03-19 10:27:36
904,2025-12-26,Data Breach,Critical,Open,Data Breach incident with critical severity; status currently open.,judy,2025-12-26 18:18:00
905,2025-06-03,Insider Threat,Medium,Closed,Insider Threat incident with medium severity; status currently closed.,diana,2025-06-03 08:05:23
906,2024-11-09,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,mallory,2024-11-09 10:46:08
907,2024-12-30,Ransomware,High,Monitoring,Ransomware incident with high severity; status currently monitoring.,ivan,2024-12-30 14:41:35
908,2025-05-22,Ransomware,Low,Investigating,Ransomware incident with low severity; status currently investigating.,mallory,2025-05-22 05:12:39
909,2025-06-02,Password Spray,Medium,Closed,Password Spray incident with medium severity; status currently closed.,mallory,2025-06-02 01:14:32
910,2024-10-14,Phishing,Low,Mitigated,Phishing incident with low severity; status currently mitigated.,charlie,2024-10-14 18:26:11
911,2025-12-18,Password Spray,Medium,Investigating,Password Spray incident with medium severity; status currently investigating.,mallory,2025-12-18 15:52:37
912,2025-05-13,Brute Force,Critical,Closed,Brute Force incident with critical severity; status currently closed.,bob,2025-05-13 17:05:21
913,2025-12-21,Vulnerability Exploit,Medium,Closed,Vulnerability Exploit incident with medium severity; status currently closed.,mallory,2025-12-21 02:18:52
914,2025-10-22,Phishing,High,Investigating,Phishing incident with high severity; status currently investigating.,grace,2025-10-22 20:54:58
915,2024-12-05,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,ivan,2024-12-05 05:59:07
916,2025-02-01,Unauthorized Access,Low,Closed,Unauthorized Access incident with low severity; status currently closed.,frank,2025-02-01 23:54:43
917,2024-07-10,DDoS,Medium,Open,DDoS incident with medium severity; status currently open.,eve,2024-07-10 05:10:49
918,2024-10-02,Ransomware,Medium,Open,Ransomware incident with medium severity; status currently open.,diana,2024-10-02 11:14:25
919,2024-05-26,Insider Threat,Low,Open,Insider Threat incident with low severity; status currently open.,ivan,2024-05-26 12:29:23
920,2025-04-13,Unauthorized Access,High,Closed,Unauthorized Access incident with high severity; status currently closed.,oscar,2025-04-13 09:47:47
921,2025-10-18,Ransomware,High,Closed,Ransomware incident with high severity; status currently closed.,judy,2025-10-18 07:27:53
